median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude
219500,3.0206,20,3196,994,2929,983,34.14,-118.24
104600,2.7381,10,2874,612,1960,596,37.48,-120.84
483300,3.3266,28,5109,1482,2313,1451,34.02,-118.5
348300,4.45,46,1777,362,896,334,34,-118.45
247800,4.2155,8,8806,1401,3159,1059,32.65,-117.04
108000,3.125,33,1064,174,434,147,39.15,-122.2
246400,5.2642,5,2364,578,1102,502,37.31,-121.94
265900,5.7858,9,1633,295,928,297,33.68,-117.79
155000,2.6563,36,931,279,778,303,33.86,-117.93
267100,4.4239,16,1704,402,689,348,37.9,-122.52
135500,4.4205,23,1945,362,1483,383,34.09,-117.61
197200,2.5321,35,1729,438,1308,412,34.06,-118.12
229100,4.0742,46,1268,240,661,239,34.17,-118.36
128100,3.038,12,1153,265,446,195,33.57,-116.87
350000,2.7411,27,744,214,295,169,37.89,-122.13
316200,3.1406,43,2108,456,1299,447,37.76,-122.5
85200,3.2578,18,2233,471,919,388,33.94,-116.47
107800,1.8664,30,950,317,1073,280,37.96,-122.36
182700,4.4213,11,3886,599,1605,529,37.74,-121.11
213500,4.3098,22,1597,280,657,273,38.64,-121.27
356900,3.9688,52,2351,494,1126,482,37.56,-122.31
216700,4.1125,30,521,126,306,129,34.19,-118.4
73500,2.5938,48,828,182,392,133,37.81,-122.3
234300,4.5,17,3889,748,2415,739,34.23,-119.19
155500,4.9148,16,3397,686,1924,621,33.71,-117.87
147500,1.3578,40,751,184,409,166,37.85,-122.27
301100,3.9265,18,3119,803,1395,722,38,-122.55
193800,2.2684,31,1744,720,2034,633,34.05,-118.3
88900,0.9393,17,3425,827,2469,758,39.73,-121.85
167800,3.9566,35,2301,467,2272,454,33.79,-117.99
287500,3.7282,8,2842,522,1624,510,33.68,-118.28
156700,4.8073,11,1554,260,793,233,38.28,-121.29
135200,2.8175,22,4266,1010,2766,985,32.81,-116.94
441900,7.2472,30,4873,667,1995,638,33.96,-117.97
140300,3.1731,46,1217,322,662,305,33.99,-118.34
185500,3.5446,34,2245,394,1849,429,32.77,-117.07
122300,2.4943,29,3436,731,1323,676,34.05,-117.18
219800,3.9243,34,5002,917,2597,893,34,-118.06
154500,2.8261,19,2987,676,1782,688,38.34,-122.7
163100,6.011,9,3712,508,1632,474,36.8,-119.67
220500,5.1104,26,2483,412,1538,449,33.89,-118.06
266500,4.0473,5,4274,1153,1503,881,37.93,-122.05
88300,1.8846,22,1768,396,1005,420,38.26,-121.31
229100,5.898,18,1747,317,1055,285,37.23,-121.78
256100,4.5824,15,5083,1212,2420,1146,37.9,-122.3
82200,2.7596,32,1625,335,1212,327,33.97,-117.36
245300,4.675,35,1484,244,664,238,37.24,-121.94
500001,10.7397,46,3156,430,1109,423,34.12,-118.13
375000,2.7072,29,1585,542,1019,487,34.02,-118.48
195900,4.7356,22,4227,658,1849,619,33.99,-116.99
101700,3.6875,23,4483,894,2136,883,35.4,-118.95
86500,1.8008,48,510,180,545,132,32.7,-117.14
189700,3.1591,19,6807,1164,2703,1055,33.71,-116.91
188800,2.1827,52,2259,537,957,520,38.45,-122.71
93300,3.2604,9,3603,786,1782,718,34.06,-117.24
56200,2.25,7,2049,482,1387,422,35.99,-120.12
258000,6.2935,26,4439,616,1881,592,34.21,-118.87
65500,2.2865,38,1287,284,1047,269,34.13,-117.31
275000,3.6031,52,2714,779,1438,733,37.77,-122.43
228100,2.8478,31,1238,338,605,331,34.15,-118.25
479700,5.1072,49,4438,803,1650,741,34.13,-118.14
325000,5.5067,41,1598,280,807,282,34.12,-118.08
190800,4.6483,12,4695,1110,2153,989,33.7,-117.9
86100,2.5727,27,2475,548,1703,517,38.25,-121.3
375000,6.1244,20,728,120,360,115,34.42,-118.88
273400,5.4286,24,2991,500,1437,453,33.72,-117.97
208300,2.2017,32,3551,1037,1731,935,32.75,-117.25
153100,3.5375,38,549,105,275,94,39.68,-121.84
242700,6.2083,17,3006,427,1291,406,34.12,-117.65
223700,4.9323,34,1231,222,702,222,34.27,-118.48
255400,2.1553,37,2817,716,1341,662,36.98,-122.03
173300,4.0982,11,3196,576,1757,552,33.8,-117.32
131300,2.3611,52,177,59,269,75,34.07,-118.04
362900,7.1754,52,2318,328,779,312,37.9,-122.28
356100,4.6932,4,6875,1439,2889,1307,37.76,-121.94
274800,6.2748,22,3654,517,1565,518,34.22,-118.88
58200,1.5676,43,2251,542,1479,512,40.57,-122.38
258300,3.875,27,1499,426,755,414,34.14,-118.15
89600,2.2454,39,2754,652,2263,619,32.71,-117.07
150000,2.2679,32,362,100,348,102,34.22,-118.38
108900,2.125,37,1196,364,1622,327,33.98,-118.24
58800,1.7172,28,826,258,979,245,33.72,-116.22
219100,3.0313,40,1948,413,1434,396,37.72,-122.4
158900,3.6492,8,3694,997,1297,807,32.76,-117.18
134600,1.1806,40,1131,281,859,230,34,-118.3
84800,3.1361,16,2077,388,1155,389,40.09,-122.38
164700,3.5353,34,2854,528,1211,452,37.97,-122.3
162900,2.5211,46,3659,1068,4153,993,34.11,-118.2
252300,6.4391,34,495,90,269,93,33.86,-118.32
77000,2.4844,35,1565,290,861,277,38.68,-121.38
273900,7.1366,23,506,96,264,89,37.15,-122.08
289500,5.0785,33,2517,496,1158,443,37.35,-122.01
163200,3.2813,10,1170,225,537,194,39.16,-121
76300,2.6523,36,1320,255,720,232,37.66,-120.91
372200,3.8413,50,2784,743,1622,698,37.58,-122.34
159800,3.3456,11,4304,1245,1960,1105,32.75,-117.23
235100,3.8125,43,2264,390,931,368,37.73,-122.14
500001,8.1484,36,1831,296,871,269,34.03,-118.4
43500,2.6477,40,1178,244,586,187,36.32,-119.7
330700,5.7422,37,1249,218,583,214,33.86,-118.36
79200,1.4464,17,315,89,130,58,37.65,-120.46
500001,10.675,28,3825,473,1415,480,37.27,-122.01
296600,5.036,52,1456,269,582,277,37.3,-121.9
353600,8.3956,18,2808,337,1038,337,37.92,-122.01
224100,4.8013,36,2987,491,1360,497,33.84,-118.15
165100,2.8169,29,2641,637,2413,619,33.84,-118
397000,5.1695,36,3228,543,1305,520,33.99,-118.37
137000,2.6129,52,1820,342,601,315,34.05,-117.18
302100,5.3509,52,2944,536,1034,521,37.81,-122.22
476900,5.1788,52,2537,559,849,530,37.77,-122.44
500001,9.4987,34,5012,746,1699,715,34.16,-118.18
214900,2.67,30,2948,827,1635,750,34.26,-119.25
262500,4.2344,33,2327,479,1166,472,34.2,-118.51
210700,5.196,4,15025,2616,7560,2392,32.92,-117.18
193800,3.4934,27,819,157,451,150,37.57,-120.85
179400,2.6094,30,1980,552,2264,511,34.06,-118.09
197500,2.5663,19,2742,756,1396,703,34.1,-118.13
263400,5.193,42,2480,401,1085,438,33.99,-118.05
126600,2.137,37,1834,551,1967,476,33.79,-118.19
82700,2.875,44,1618,310,667,300,35.37,-119.04
190300,5.1418,32,1484,295,928,295,33.79,-117.88
100000,1.7774,23,3706,1106,3785,1019,38,-121.3
131000,4.0327,5,4597,1071,1916,870,35.35,-119.1
248900,5.3913,46,1230,247,895,257,37.71,-122.44
119100,3.6435,18,1616,532,866,496,33.89,-117.88
144400,3.9583,8,6533,1217,4797,1177,32.55,-117.09
47700,2.0976,25,1047,270,1505,286,35.99,-119.96
304800,3.2824,52,1965,480,794,451,34.08,-118.36
183100,2.3942,32,2723,637,1549,556,38.58,-122.58
67500,1.2667,7,938,297,1187,282,32.54,-117.04
382100,4.4271,25,2587,512,1219,509,33.82,-118.32
230600,4.7891,20,1335,290,717,243,36.43,-121.62
87900,3.0184,9,1507,293,761,278,34.87,-118.17
276600,5.5111,16,8295,1506,3903,1451,34.25,-118.61
133300,2.375,33,349,124,460,83,34.02,-117.96
231700,5.3678,7,11818,1745,5499,1600,34.14,-117.58
55000,2.375,31,224,88,326,88,34.26,-119.21
52900,2.3912,34,3437,696,1783,608,35.16,-119.45
252000,4.1523,34,1722,406,926,371,34.22,-118.24
125000,1.6078,28,1437,400,806,338,37.66,-121.02
275000,3.2875,52,154,33,89,38,37.94,-122.41
174200,1.6875,33,1664,455,1077,461,35.27,-120.66
123100,3.75,41,762,147,817,176,34.05,-118.18
146400,4.8611,15,5115,776,2540,794,38.45,-121.83
160000,1.7016,27,1190,518,1795,422,34.07,-118.27
276200,6.6176,18,4900,814,2984,758,37.45,-121.9
209200,4.4219,9,2470,417,904,427,33.01,-117.06
143400,2.9386,13,4543,881,2298,870,33.24,-117.33
154700,2.2808,12,4409,1401,3068,1262,33.77,-118.17
119600,3.7361,5,2884,567,1396,465,34.41,-117.51
500001,10.1454,26,4486,554,1598,549,33.63,-117.9
186000,2.8333,32,1339,334,817,349,34.09,-118.04
129900,3.0426,9,5685,1442,3773,1250,33.13,-117.09
118100,2.5083,41,619,138,636,145,33.93,-118.21
266400,5.1498,35,2663,387,1086,367,37.71,-122.09
105600,2.7917,43,1201,292,840,252,33.94,-118.28
192600,3.4583,36,1468,252,733,229,37.7,-122.15
127100,2.1563,22,2623,732,1283,718,32.76,-117.13
263200,4,31,1053,230,686,211,33.95,-118.15
89600,3.5735,16,1453,299,904,286,39.79,-121.97
152100,5.0311,14,2355,406,1883,401,32.58,-117.04
108700,2.3583,21,1661,406,789,319,38.77,-120.58
144500,2.5875,17,1087,254,522,202,39.25,-123.36
255500,5.8792,17,2937,558,1662,533,37.4,-121.97
500001,2.7275,17,1951,368,681,350,34.38,-119.55
48300,1.7083,44,1818,412,1680,418,36.75,-119.77
156300,2.5562,34,1610,513,2050,508,34.05,-118.02
250000,2.1866,29,732,288,691,278,34.1,-118.33
319000,4.8295,43,2367,409,1141,400,37.62,-122.42
255900,5.9328,24,2121,296,913,302,34.13,-117.65
332900,6.8039,17,2603,373,1265,382,33.68,-117.98
186400,2.0536,44,603,207,588,218,34.03,-118.15
139000,4.5112,16,1545,354,730,350,33.84,-117.87
166300,6.3735,8,614,118,278,115,38.09,-122.19
182500,4.0556,9,1739,358,820,323,34.31,-118.45
201600,3.8068,19,1752,328,873,336,38.11,-122.6
161200,2.7222,40,1449,281,636,295,38.44,-122.69
166900,3.2723,39,1302,303,800,291,34.14,-118
80800,3.6641,17,976,202,511,175,40.85,-121.07
187300,3.9,25,3883,740,1641,676,38.3,-122.31
95300,2.8466,34,2051,342,958,322,39.6,-122.05
185100,5.5684,18,3176,468,1296,471,37.69,-120.98
106000,3.0645,20,2973,620,1996,570,37.65,-121.02
89000,2.6071,10,4374,989,1020,376,34.23,-116.76
136400,3.6,19,1688,365,622,322,34.1,-117.65
238700,2.9148,15,5036,1299,3164,1175,34.16,-118.27
298100,4.9335,13,5819,919,2228,866,33.23,-117.11
180700,4.3899,33,2613,562,3150,543,33.72,-117.9
193100,5.7021,15,4905,711,2711,762,34,-117.7
149900,4.7295,14,10395,1799,6295,1855,33.89,-117.48
204200,3.1204,32,1981,472,1371,431,33.91,-118.14
84700,1.8672,18,1860,409,741,349,39.43,-121.32
115800,3.1076,17,8651,1579,2071,757,38.03,-120.19
336500,7.2494,6,8072,1050,3386,1062,37.71,-121.96
95300,2.8068,24,3794,848,2225,864,38.68,-121.79
231400,5.6292,24,5732,873,2444,888,37.94,-122.04
68100,2.0089,52,1457,415,1238,341,34.1,-117.31
188900,2.3971,35,1205,330,583,319,34.09,-117.89
100900,3.8846,19,1596,295,1201,282,33.66,-116.21
186200,3.6546,30,2053,368,1496,391,34.16,-119.18
266700,4.8125,34,2185,372,986,347,34.19,-118.56
354900,7.8537,22,3760,482,1485,461,33.9,-117.8
160900,2.7712,29,2861,816,1715,775,33.98,-118.36
225000,3.6997,24,10239,2823,4210,2565,34.14,-118.14
500001,8.8742,31,5488,1055,1938,964,33.6,-117.88
216700,1.7464,35,3218,1108,1675,1000,37.87,-122.27
500001,10.3048,36,1025,150,316,126,33.61,-117.92
71100,2.2551,10,1588,333,585,254,39.11,-122.89
56100,2.0903,34,1355,262,434,178,41.79,-120.08
61700,1.4044,35,1859,428,1208,399,36.97,-120.06
164600,2.6506,14,3355,695,1350,697,36.92,-121.74
269400,5.7862,11,3751,565,1949,555,38.01,-122.24
145500,4.2329,5,10264,1821,5871,1790,34.56,-118.07
263900,6.005,30,1751,269,731,263,37.7,-122.09
268200,3.1583,49,1782,374,1010,367,34.08,-118.12
97600,4.4435,35,1517,257,658,245,34.14,-117.27
261000,5.163,24,5203,957,2465,946,33.72,-118.03
254600,5.0866,35,1440,267,743,259,37.36,-121.98
105200,2.4053,17,5959,1208,4115,1088,34.12,-117.38
328100,5.9632,36,1280,240,704,217,33.99,-118.4
110800,3.0437,33,2433,525,1466,517,33.92,-117.44
318000,3.6731,16,2947,802,1385,743,37.93,-122.48
168700,5.3275,5,6529,997,3464,1006,33.69,-117.39
197100,5.5277,30,2492,406,1250,431,32.84,-117.19
54400,1.4625,43,3215,725,2400,625,38.53,-121.47
146600,2.2443,39,950,300,1366,312,34.35,-119.05
232100,2.5434,28,2223,752,1271,684,34.1,-118.34
182000,3.9816,10,7136,1691,2959,1507,37.96,-122.06
167700,2.4932,35,2524,749,2487,679,34.12,-118.19
235400,3.825,34,2055,448,1134,408,33.91,-118.35
362700,6.7159,12,1961,280,985,269,37.3,-121.74
332500,5.9714,35,2355,384,1248,378,37.31,-122.02
242900,5.035,15,5614,989,2754,994,34.19,-119.21
178500,3.9659,26,1324,314,1804,311,33.73,-117.9
277300,3.5682,10,10463,1756,4660,1715,35.03,-120.5
156300,3,18,508,104,393,114,36.96,-120.16
213400,4.625,44,1436,257,745,233,33.86,-118.14
346900,6.5635,10,2423,356,1213,347,33.9,-117.96
125000,2.8542,52,814,216,327,181,38.56,-121.48
255400,4.2011,41,1865,392,825,369,38.01,-122.68
84700,2.5147,11,5799,1527,713,262,34.24,-116.82
267000,4.2708,45,886,165,492,173,37.48,-122.19
337400,7.3719,22,2785,441,1086,392,33.66,-117.95
166300,4.0202,43,3783,814,2139,789,37.72,-122.17
350000,7.2423,52,63,12,47,8,33.89,-118.17
187500,4.6806,18,329,72,209,71,33.86,-117.85
267600,5.9177,27,698,116,391,126,33.92,-117.9
315200,4.5744,52,2302,457,1154,424,37.74,-122.49
156500,3.0682,39,2003,500,1109,464,37.8,-122.21
206500,2.9375,35,3478,730,1885,673,33.9,-118.12
90300,2.3393,16,2668,516,915,362,40.82,-121.41
158400,2.9167,32,1562,365,2145,347,33.74,-117.89
296100,6.6204,16,5121,735,2464,761,37.75,-121.94
425000,4.2297,47,4234,1156,1808,1093,37.45,-122.16
458300,2.0987,52,3321,1115,1576,1034,37.8,-122.42
277200,4.8333,9,4759,924,1884,915,34.24,-118.63
201300,4.1679,41,2422,502,915,366,37.05,-122.05
230000,4.4609,15,4260,770,2007,695,34.12,-117.77
119400,2.3468,43,3766,847,1855,817,38.68,-121.78
72000,2.037,28,1127,245,538,208,40.53,-122.41
306300,3.399,48,1473,294,807,296,34.2,-118.23
55900,1.3462,33,1077,271,753,236,38.63,-121.44
120000,6.1133,11,2455,344,1110,339,36.83,-119.68
220700,2.4348,44,1626,383,1063,334,34.07,-118.15
500001,2.625,16,56,7,39,14,33.87,-117.22
121400,3.5242,33,1999,368,1061,390,37.75,-121.42
339700,3.7,35,1051,259,517,234,37.52,-122.27
416300,7.8601,16,5498,729,2051,694,37.15,-121.61
162500,2.4297,51,1005,314,1227,306,34.05,-118.3
87900,1.75,25,939,247,1003,240,32.71,-117.1
194100,7.7751,13,3137,417,1318,397,35.39,-118.94
153300,2.5625,23,1262,294,5176,275,32.56,-116.97
50500,1.5319,20,2062,466,1285,456,37.11,-120.25
55900,1.8021,17,1897,433,1207,384,36.82,-119.69
375000,4.2222,18,2375,429,1048,369,34.64,-120.08
83500,2.6149,10,4597,1009,2227,821,34.86,-118.15
500001,9.4664,45,3030,433,916,399,34.06,-118.47
211400,3.6849,33,3268,641,1704,591,33.79,-117.97
266900,4.5,35,2878,564,1633,528,37.71,-122.43
386700,8.6123,21,2997,372,1323,372,33.82,-118.05
149000,2.7344,25,1254,312,715,301,33.98,-117.11
101200,3.1375,32,3179,662,1878,661,34.11,-117.38
251500,5.6407,34,3494,557,1861,576,34.21,-118.61
182000,3.1838,27,3513,791,1875,694,37.95,-122.05
80400,2.5685,26,2033,463,618,450,33.61,-117.72
212500,5.3538,24,3541,530,1591,530,32.83,-117.17
67200,2.2727,40,1089,226,520,218,35.42,-119.02
77000,3.0268,5,2133,487,1182,438,35.44,-119.05
22500,2.675,33,296,73,216,63,37.93,-122.32
98300,2.5495,27,2080,412,1082,382,39.19,-121.53
98100,1.9798,41,1576,339,1252,302,33.95,-118.25
238700,4.3194,43,1730,326,629,279,37.91,-122.69
86900,3.9514,27,1691,282,869,337,36.75,-119.72
170100,3.1713,34,2753,654,3117,631,33.75,-117.89
175000,2.7321,8,4019,857,1959,782,37.81,-121.19
185900,4.3646,9,3415,562,1208,479,39.25,-121.18
144900,1.6303,14,3487,889,2352,796,35.65,-120.69
183800,4.7228,36,1181,220,775,218,34.24,-118.42
82500,3.5469,15,991,277,419,170,38.03,-118.98
254200,3.7816,21,8850,2139,4717,1979,34.26,-118.52
85100,2.4519,39,1322,283,642,292,40.6,-124.16
97600,2.3507,12,1958,369,875,354,39.82,-121.59
52600,2.6062,33,2820,515,976,403,41.4,-120.12
225600,4.4087,3,2456,582,793,456,37.7,-121.93
150000,1.95,28,2279,671,1166,623,32.75,-117.13
182300,3.9018,28,4380,820,2187,835,33.78,-117.93
190400,4.1181,36,878,167,499,179,34.21,-118.57
279900,3.402,35,3462,814,1902,700,33.82,-118.31
121400,4.3333,15,3142,618,725,285,38.76,-120.02
87500,4.3021,15,1413,279,803,277,32.78,-115.57
200300,4.5125,35,1668,332,807,311,34.21,-118.5
146800,3.5054,33,1278,311,1157,320,33.82,-118.21
119000,2.5388,15,3273,895,1872,842,32.85,-116.93
216700,3.4561,20,2791,546,785,512,38.43,-122.59
204200,3.1806,41,1213,301,801,300,34.12,-118.24
165700,5.5,21,2759,409,1053,374,38.65,-121.31
200000,3.5469,28,1284,265,628,219,38.02,-122.93
124500,1.6336,23,6379,1636,1350,568,34.24,-116.91
177100,3.225,35,703,117,290,107,38.04,-121.19
155700,4.0208,28,1347,241,713,225,37.84,-121.23
226400,3.1912,25,1337,219,671,225,34.62,-120.18
309000,6.6345,52,1087,166,650,194,37.34,-121.87
148100,3.0513,15,2407,589,1591,506,33.8,-118.18
87800,2.5587,37,2232,504,1455,471,38.12,-121.27
177900,4.05,21,2884,662,2613,645,33.76,-117.93
156300,2.5068,26,6607,1663,4066,1558,33.86,-118.16
290600,2.3284,30,1328,346,577,328,32.81,-117.26
262500,2.2222,10,416,110,436,70,34.62,-119.06
228200,5.9441,15,1176,166,485,171,38.36,-122.01
337800,4.5116,43,1748,366,984,371,37.53,-122.3
261000,4.3472,15,2411,446,1144,407,38.34,-122.47
148800,2.6226,40,2744,708,2747,674,34.09,-118.18
118500,4.0352,34,1503,264,731,285,38.67,-121.34
500001,7.9367,23,3166,411,1092,345,33.62,-117.86
500001,8.492,35,4709,723,1866,694,37.22,-121.96
67500,0.4999,46,12,4,18,7,37.81,-122.29
172600,5.2838,36,1180,212,664,200,37.64,-122.09
87500,4.0583,17,301,94,122,47,38.13,-120.26
351400,6.706,49,3367,523,1317,495,34.11,-118.1
236500,2.4663,39,1629,423,804,386,36.6,-121.9
79200,1.625,25,767,206,301,121,40.77,-123.28
369100,5.5164,40,2124,449,643,341,36.56,-121.92
142300,2.6673,38,1212,272,1129,263,33.99,-118.19
162500,1.9571,15,1430,343,704,322,33.22,-117.22
108200,3.6711,35,2051,427,1466,425,34.02,-117.49
408300,3.385,44,1633,536,741,513,33.76,-118.14
166600,3.6397,33,2125,500,1672,476,33.97,-118.11
119500,3.0606,16,10072,2043,5913,1909,33.98,-117.42
82800,3.8117,14,5264,1064,3278,1049,35.33,-119.06
213200,3.9375,17,1480,241,202,80,39.19,-120.1
100000,1.3479,42,2833,768,2542,725,33.98,-118.29
362500,6.1552,10,16414,2919,8907,2714,33.98,-117.92
243200,5.5968,23,1793,319,1145,310,37.4,-121.85
48700,1.4015,35,1164,277,992,284,35.35,-119
107400,2.1518,16,568,124,307,116,37.67,-120.99
167400,5.2051,13,4256,619,1948,622,38.68,-121.26
123000,2.5639,47,2313,536,779,442,38.54,-121.49
292200,7.1381,7,2465,336,978,332,34.61,-118.17
162500,4.5757,15,2289,686,982,634,33.7,-117.9
108300,2.5313,37,338,109,231,100,36.63,-121.86
233800,2.6375,19,2807,883,1546,815,33.92,-118.36
500001,6.0307,35,9075,1858,3646,1724,34.03,-118.55
112000,3.5865,37,987,187,551,191,33.94,-117.4
65700,2.8906,43,1281,287,534,231,36.13,-118.82
210300,3.535,31,1240,264,719,236,37.54,-122.02
255800,5.5608,34,1632,263,690,268,33.94,-117.97
184700,3,51,2711,728,1607,724,37.32,-121.93
95300,2.3079,12,3744,699,1532,660,39.83,-121.6
234600,5.2542,26,2523,437,1377,450,33.81,-118.05
418800,3.6894,52,2685,629,1170,614,37.77,-122.43
239900,4.8836,16,3490,545,1628,535,33.06,-116.93
293100,6.2578,9,2652,393,1355,362,32.67,-116.89
354500,2.7587,52,4397,1116,1939,1053,37.77,-122.43
180900,3.75,28,1998,414,1124,389,34.11,-117.77
95300,2.1979,8,10997,2205,5060,1949,33.79,-116.95
130600,1.6792,43,1823,600,2339,560,33.79,-118.19
50200,1.3889,25,1170,259,804,257,36.21,-119.36
143800,1.1667,40,885,312,799,221,34.01,-118.29
500001,6.6343,52,2501,362,748,349,34.06,-118.4
75000,2.1696,16,1523,308,477,315,38.27,-122.66
212500,2.2401,24,2578,580,1217,529,33.83,-118
142600,2.475,43,464,116,416,120,34.06,-118.17
253300,5.0267,5,4413,804,2003,725,35.24,-120.52
107800,2.7457,17,2807,529,675,251,38.88,-119.99
226900,5.1118,32,1013,169,436,173,37.98,-122
56900,1.586,14,3004,793,3535,735,36.61,-119.55
308900,3.7167,29,2795,572,1469,557,33.8,-118.31
145500,3.7583,37,2372,444,1056,419,32.63,-117.07
195700,4.1492000000000004,34,1732,399,1120,401,34.25,-118.47
65800,1.6563,31,1072,279,781,281,38.61,-121.47
100700,3.406,13,9027,1901,4870,1797,35.33,-119.07
500001,4.0651,33,3180,865,1347,841,34.09,-118.37
245300,4.3814,16,3841,620,1799,611,36.79,-121.74
226900,3.24,45,3046,633,1448,599,34.18,-118.34
51900,1.97,41,2221,516,1106,473,35.41,-119.02
91000,3.4028,17,3391,623,1529,571,40.29,-120.54
331300,4.1397,52,1845,336,1015,337,37.76,-122.48
191300,5.2636,1,2062,343,872,268,38.23,-122
327300,6.0928,35,2072,318,908,342,34.17,-118.57
350900,5.8972,35,1818,353,853,321,33.83,-118.34
120700,2.5583,31,2036,501,1263,442,32.75,-117.07
247400,3.7455,47,2986,627,1399,613,37.31,-121.89
211300,4.2159,18,1027,206,436,180,33.65,-117.98
83800,3.0721,40,1298,254,793,268,34.13,-117.27
67300,3.2702,24,2359,462,2048,476,38.48,-121.47
75500,1.585,52,1606,419,891,367,40.8,-124.17
167500,3.5341,42,2608,610,2062,616,33.95,-118.18
142800,3.0625,32,790,199,1196,201,33.75,-117.92
123100,3.4559,47,1697,318,775,276,38.69,-121.77
147400,4.1995,34,2159,386,1443,385,34.13,-117.89
126900,3.0086,27,2375,537,863,452,38.61,-121.38
218700,3.1729,45,2923,604,1903,560,34.14,-118.08
226900,4.7943,26,8902,1413,3941,1387,32.78,-116.97
120000,2.2391,35,1034,206,604,192,37.85,-121.3
417500,6.9414,52,2041,270,671,253,37.9,-122.27
251800,6.2957,25,4096,623,2128,618,37.25,-121.81
162500,3.4482,35,2259,501,1340,511,32.83,-117.21
147600,4.7872,16,2081,348,1332,356,34.04,-117.66
69600,2.5405,15,6928,1529,2568,1075,34.06,-116.56
211000,3.6693,28,1445,268,1017,284,36.83,-121.76
117900,1.975,19,1341,435,1048,360,32.72,-117.13
286800,7.001,26,1924,245,775,244,34.2,-118.87
304700,4.4261,16,4636,908,2341,825,33.74,-117.98
500001,10.9201,22,5791,706,2059,673,34.15,-118.57
183300,2.39,25,986,310,1439,251,33.98,-118.23
115200,2.8833,38,2427,450,1272,474,37.47,-121.14
165800,2.4732,26,2296,570,1415,527,33.86,-117.91
116300,0.9283,10,614,141,195,95,39.33,-120.17
189600,4.2986,36,1479,251,741,245,34.08,-117.92
162100,3.1827,31,1466,264,608,254,38.02,-121.33
212200,5.9378,15,1613,203,673,213,37.35,-120.43
470800,4.1365,27,4725,1185,1945,1177,34.02,-118.49
277700,4.8693,45,1808,315,800,302,33.83,-118.17
247600,3.111,5,6955,2062,3591,1566,33.95,-118.37
268800,6.0992,24,2001,365,1170,330,34.4,-119.91
441700,4.7396,52,2023,301,649,285,32.76,-117.18
197700,5.6409,3,18356,2537,8437,2342,33.97,-117.21
68100,2.8056,35,321,71,157,61,33.93,-116.61
124100,2.6311,42,944,200,567,190,33.97,-118.3
425000,4.4167,28,2347,608,785,548,34.09,-118.39
181800,3.3491,39,1224,312,1106,333,33.91,-118.33
107300,2.0357,32,1696,438,1639,376,33.89,-118.19
82400,2.6768,25,2907,680,1841,633,33.61,-114.58
500001,3.7277,33,1730,386,994,363,34.03,-118.41
65200,2.2202,22,2078,431,1336,456,36.05,-119.02
96500,3.6181,34,1457,239,557,226,36.96,-120.07
272300,3.3393,45,1673,377,1078,393,37.76,-122.5
191400,3.48,52,1470,330,689,309,37.83,-122.26
355500,7.5112,23,2308,322,1001,317,34.14,-117.88
